sex,old,education,work_year,work_month,work_industry,work_kind,work_class,comp_type,contract_term,contract_paper,time_regular,time_is,time_week_offi,time_over,income_when,income_type,income_bonus,income,force,jobin_1,jobin_2,jobin_3,jobin_4,jobin_5,jobin_6,jobin_7,jobin_8,jobin_9,skill_2,skill_3,train,certificate,marriage,religion,wave_month,wave_date,wave_year,seoul,satisfy,tenure,sum_welfare
Male,64,Middle School,2014,10,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Day,Day,No,220.0,No,Good,Good,Good,Good,Good,Good,Good,Good,Good,Suit,Very Useful,Not Train,No Certificate,Married,No,7,9,2016,No Seoul,1,22.0,1
Male,48,High School,2015,2,Building,Work,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Day,Day,No,200.0,No,Bad,Bad,Normal,Bad,Bad,Bad,Bad,Bad,Bad,Suit,Very Useful,Not Train,No Certificate,Married,No,8,21,2016,No Seoul,0,19.0,1
Male,65,Middle School,2007,7,Building,Work,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Day,Day,No,100.0,No,Bad,Bad,Bad,Very Bad,Bad,Bad,Bad,Bad,Bad,Suit,Very Useless,Not Train,No Certificate,"Separation, Divorce, Died",No,5,2,2016,Seoul,0,108.0,0
Male,39,College,2003,8,Building,Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,Yes,340.0,Yes,Normal,Good,Good,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,Yes,6,17,2016,Seoul,0,157.0,5
Male,55,High School,2016,3,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Day,No,200.0,No,Normal,Bad,Normal,Bad,Normal,Normal,Normal,Normal,Normal,Low,Very Useful,Not Train,No Certificate,Married,No,5,23,2016,Seoul,0,3.0,0
Male,62,Middle School,2009,1,Building,Work,Day Worker,Private Company,Unlimited,Not Received,Regular,Yes,48.0,Yes,Month,Day,No,300.0,No,Normal,Good,Good,Normal,Normal,Normal,Bad,Normal,Bad,Low,Very Useful,Not Train,No Certificate,Married,No,5,12,2016,Seoul,1,90.0,1
Male,27,University,2015,8,Computing Data,Expert,Temporary Worker,Private Company,Limited,Received,Regular,Yes,40.0,Yes,Month,Year,No,164.0,No,Bad,Bad,Good,Good,Good,Good,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,No,7,9,2016,Seoul,0,11.0,1
Male,46,High School,2012,10,Building,Work,Day Worker,Freelancer,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Month,No,200.0,No,Bad,Normal,Good,Normal,Normal,Normal,Normal,Bad,Bad,Low,Very Useful,Not Train,No Certificate,"Separation, Divorce, Died",No,6,15,2016,Seoul,0,45.0,1
Male,37,University,2014,2,Computing Data,Expert,Regular Worker,Private Company,Limited,Received,Regular,Yes,40.0,Yes,Month,Year,No,350.0,No,Good,Good,Good,Good,Good,Good,Good,Good,Good,Suit,Very Useful,Not Train,No Certificate,Single,Yes,6,1,2016,Seoul,1,28.0,7
Male,39,College,2010,8,Building,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,48.0,Yes,Month,Month,No,338.0,Yes,Bad,Normal,Good,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,Yes,7,9,2016,Seoul,0,72.0,4
Male,61,College,2004,7,Building,Work,Temporary Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Day,No,150.0,No,Bad,Normal,Good,Bad,Bad,Bad,Bad,Normal,Bad,Suit,Very Useful,Not Train,No Certificate,Married,No,6,29,2016,Seoul,0,146.0,1
Female,71,Under Elementary School,2016,4,Retail,Work,Temporary Worker,Private Company,Limited,Not Received,Regular,Yes,54.0,Yes,Month,Month,No,80.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useless,Not Train,No Certificate,"Separation, Divorce, Died",Yes,5,24,2016,Seoul,0,2.0,1
Male,44,University,2013,4,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,No,Month,Year,No,500.0,No,Normal,Bad,Normal,Bad,Normal,Normal,Bad,Normal,Good,Suit,Very Useful,Not Train,No Certificate,Single,Yes,4,24,2016,Seoul,1,37.0,3
Male,21,Middle School,2015,7,Retail,Officer,Day Worker,Private Company,Unlimited,Not Received,Regular,Yes,20.0,Yes,Month,Time,No,48.0,No,Normal,Normal,Normal,Normal,Good,Normal,Normal,Normal,Normal,Suit,Very Useless,Not Train,No Certificate,Single,No,5,22,2016,No Seoul,0,11.0,0
Male,61,Middle School,2012,9,Building,Work,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Day,No,190.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useless,Not Train,No Certificate,Married,Yes,7,14,2016,Seoul,0,47.0,1
Male,36,University,2006,7,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Year,Yes,360.0,No,Normal,Normal,Good,Normal,Normal,Good,Bad,Very Good,Good,Suit,Very Useful,Not Train,No Certificate,Married,No,8,5,2016,Seoul,1,123.0,10
Female,63,High School,2010,2,Retail,Sale,Temporary Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Month,No,120.0,No,Normal,Normal,Good,Good,Good,Normal,Normal,Normal,Normal,Suit,Useless,Not Train,No Certificate,Married,Yes,7,6,2016,Seoul,0,78.0,0
Male,60,Under Elementary School,2016,1,Building,Work,Day Worker,Private Company,Limited,Received,Irregular,No,43.5062369009892,Unknown,Month,Day,No,275.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Bad,Suit,Useless,Not Train,No Certificate,Married,No,8,14,2016,Seoul,0,8.0,1
Female,71,Under Elementary School,1992,10,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Day,No,200.0,No,Normal,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Bad,Suit,Useful,Not Train,No Certificate,"Separation, Divorce, Died",Yes,7,4,2016,Seoul,1,289.0,1
Male,55,High School,2010,11,Building,Work,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Day,No,25.0,Unknown,Normal,Bad,Normal,Normal,Normal,Normal,Normal,Bad,Bad,Suit,Useful,Not Train,No Certificate,Married,No,7,9,2016,Seoul,0,69.0,1
Male,46,High School,2007,11,Building,Device,Day Worker,Private Company,Unlimited,Not Received,Irregular,Yes,40.0,Yes,Month,Day,No,344.0,No,Normal,Bad,Good,Normal,Normal,Normal,Normal,Normal,Bad,Suit,Very Useful,Not Train,No Certificate,Single,No,5,8,2016,Seoul,0,104.0,1
Male,46,College,2008,4,Building,Work,Day Worker,Private Company,Unlimited,Not Received,Regular,No,43.5062369009892,Unknown,Month,Day,No,300.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Bad,Suit,Useful,Not Train,No Certificate,Married,No,6,19,2016,Seoul,0,100.0,2
Male,33,University,2010,8,Computing Data,Expert,Regular Worker,Corporation,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Month,No,335.0,Yes,Normal,Good,Good,Good,Good,Good,Good,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,No,5,21,2016,Seoul,1,71.0,14
Male,28,High School,2011,7,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,60.0,Yes,Month,Month,No,250.0,No,Bad,Normal,Good,Normal,Normal,Normal,Normal,Normal,Bad,Low,Very Useful,Not Train,No Certificate,Single,No,9,25,2016,Seoul,1,64.0,3
Male,33,College,2009,5,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Year,No,335.0,No,Normal,Normal,Good,Good,Good,Normal,Normal,Normal,Bad,Suit,Useful,Not Train,No Certificate,Married,No,7,17,2016,Seoul,1,88.0,0
Female,57,High School,2012,3,Retail,Sale,Day Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Day,No,100.0,Yes,Bad,Normal,Normal,Good,Normal,Normal,Normal,Normal,Bad,Suit,Very Useful,Not Train,No Certificate,Married,No,6,27,2016,Seoul,0,53.0,5
Male,59,High School,2012,10,Building,Work,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Day,No,250.0,No,Normal,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Married,No,5,26,2016,Seoul,0,44.0,1
Male,27,College,2013,5,Retail,Sale,Regular Worker,Foreign Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Month,No,229.0,No,Normal,Good,Good,Good,Good,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Single,No,7,31,2016,Seoul,0,40.0,17
Male,47,High School,2010,9,Building,Work,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Day,No,120.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Bad,Suit,Useless,Not Train,No Certificate,Single,No,5,12,2016,Seoul,0,69.0,1
Male,56,High School,2008,4,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,60.0,Yes,Month,Month,Yes,300.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Bad,Suit,Useful,Not Train,No Certificate,Married,No,8,31,2016,Seoul,0,102.0,0
Male,34,University,2010,2,Computing Data,Expert,Regular Worker,Corporation,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,286.0,No,Normal,Good,Good,Good,Good,Good,Good,Good,Normal,Suit,Useful,Not Train,No Certificate,Single,No,7,17,2016,Seoul,1,79.0,17
Male,46,High School,2009,5,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Regular,Yes,20.0,Yes,Month,Day,No,100.0,No,Normal,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useless,Not Train,No Certificate,"Separation, Divorce, Died",No,5,8,2016,Seoul,0,85.0,1
Female,43,High School,2015,8,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,66.0,Yes,Month,Month,No,160.0,No,Normal,Normal,Good,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,"Separation, Divorce, Died",No,6,7,2016,Seoul,0,10.0,1
Male,44,University,2013,7,Building,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,320.0,No,Normal,Good,Good,Good,Good,Good,Good,Good,Good,Suit,Very Useful,Not Train,No Certificate,Married,No,5,2,2016,Seoul,1,35.0,2
Male,60,Under Elementary School,1975,3,Building,Skill,Day Worker,Freelancer,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Day,Day,No,150.0,No,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,"Separation, Divorce, Died",No,4,29,2016,No Seoul,0,501.0,0
Male,24,College,2016,3,Retail,Officer,Temporary Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Time,No,100.0,No,Normal,Normal,Normal,Bad,Normal,Normal,Normal,Normal,Normal,Low,Useful,Not Train,No Certificate,Single,Yes,6,18,2016,Seoul,0,4.0,0
Female,37,College,2015,9,Retail,Officer,Temporary Worker,Private Company,Unlimited,Not Received,Regular,Yes,20.0,Yes,Month,Month,No,70.0,No,Good,Good,Good,Good,Good,Normal,Good,Normal,Bad,Suit,Very Useful,Not Train,No Certificate,Married,No,6,2,2016,No Seoul,1,9.0,2
Male,55,College,2015,7,Retail,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,72.0,Yes,Month,Month,No,300.0,No,Good,Good,Normal,Normal,Normal,Good,Good,Normal,Normal,Low,Very Useful,Not Train,No Certificate,Married,No,5,16,2016,No Seoul,0,11.0,1
Male,41,University,2004,12,Building,Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Month,No,240.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Good,Normal,Normal,Low,Very Useful,Not Train,No Certificate,Married,No,5,10,2016,No Seoul,1,139.0,2
Male,38,College,2014,12,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Month,No,250.0,No,Bad,Normal,Good,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Single,No,9,29,2016,No Seoul,0,22.0,1
Female,57,High School,2002,10,Retail,Sale,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,44.0,Yes,Month,Month,No,120.0,No,Normal,Good,Good,Good,Good,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,"Separation, Divorce, Died",No,5,3,2016,No Seoul,0,165.0,3
Male,52,University,2010,4,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,Yes,48.0,Yes,Month,Day,No,350.0,No,Bad,Bad,Normal,Bad,Good,Normal,Normal,Bad,Bad,Low,Very Useful,Not Train,No Certificate,Married,No,10,19,2016,No Seoul,1,80.0,1
Male,47,College,2004,8,Building,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,320.0,No,Normal,Normal,Normal,Good,Normal,Normal,Good,Bad,Normal,Suit,Very Useful,Not Train,No Certificate,Married,No,5,22,2016,No Seoul,0,144.0,6
Male,56,Under Elementary School,2006,11,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Month,No,110.0,No,Normal,Bad,Normal,Bad,Normal,Bad,Bad,Bad,Bad,Suit,Very Useless,Not Train,No Certificate,"Separation, Divorce, Died",No,4,17,2016,No Seoul,0,115.0,0
Male,50,College,2012,2,Building,Skill,Regular Worker,Private Company,Unlimited,Not Received,Regular,No,43.5062369009892,Unknown,Month,Month,No,400.0,No,Normal,Normal,Good,Normal,Normal,Good,Good,Normal,Bad,Suit,Very Useless,Not Train,No Certificate,Married,No,5,7,2016,No Seoul,1,52.0,0
Female,57,College,2015,10,Retail,Sale,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,183.0,No,Good,Good,Good,Good,Good,Good,Good,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,Yes,5,9,2016,No Seoul,1,7.0,1
Female,37,High School,2016,3,Retail,Sale,Temporary Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,ETC,No,150.0,No,Good,Good,Good,Good,Good,Good,Good,Normal,Bad,Suit,Very Useful,Not Train,No Certificate,Married,No,5,5,2016,No Seoul,0,2.0,0
Female,32,College,2011,8,Retail,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,44.0,Yes,Month,Month,No,115.0,No,Bad,Good,Good,Good,Normal,Normal,Normal,Bad,Bad,Suit,Very Useful,Not Train,No Certificate,Single,No,5,3,2016,No Seoul,0,58.0,3
Male,56,College,1998,3,Building,Work,Day Worker,Private Company,Unlimited,Received,Regular,Yes,54.0,Yes,Month,Day,No,350.0,No,Normal,Normal,Good,Bad,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Did Train,No Certificate,Married,No,5,2,2016,No Seoul,0,221.0,3
Female,66,Under Elementary School,2015,3,Retail,Service,Day Worker,Private Company,Unlimited,Not Received,Regular,Yes,20.0,Yes,Month,Month,No,50.0,No,Bad,Bad,Bad,Bad,Bad,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,"Separation, Divorce, Died",Yes,4,26,2016,No Seoul,1,14.0,0
Male,37,High School,2016,4,Building,Skill,Day Worker,Freelancer,Unlimited,Not Received,Irregular,Yes,54.0,Yes,Week,Day,No,200.0,No,Normal,Normal,Bad,Bad,Normal,Normal,Normal,Bad,Bad,Very High,Very Useful,Not Train,No Certificate,Single,No,5,3,2016,No Seoul,0,1.0,1
Male,68,Under Elementary School,1974,1,Building,Skill,Day Worker,Freelancer,Unlimited,Not Received,Irregular,Yes,20.0,Yes,Day,Day,No,100.0,No,Very Bad,Normal,Good,Normal,Normal,Normal,Normal,Bad,Bad,Suit,Very Useful,Not Train,No Certificate,"Separation, Divorce, Died",Yes,4,18,2016,No Seoul,1,515.0,1
Male,42,High School,1997,7,Retail,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,50.0,Yes,Month,Month,No,300.0,Yes,Normal,Good,Normal,Normal,Normal,Normal,Good,Good,Good,Suit,Useful,Not Train,No Certificate,"Separation, Divorce, Died",No,8,8,2016,No Seoul,0,233.0,7
Male,24,College,2015,12,Building,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,200.0,No,Good,Good,Good,Good,Good,Normal,Good,Good,Good,High,Very Useful,Did Train,No Certificate,Single,Yes,5,28,2016,No Seoul,1,6.0,4
Male,24,University,2014,1,Retail,Work,Temporary Worker,Corporation,Unlimited,Not Received,Regular,Yes,18.0,Yes,Month,Day,No,72.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Low,Useless,Not Train,No Certificate,Single,Yes,8,27,2016,No Seoul,0,32.0,0
Female,44,High School,2015,7,Retail,Officer,Temporary Worker,Private Company,Limited,Received,Regular,Yes,48.0,Yes,Month,Month,No,150.0,No,Bad,Bad,Normal,Normal,Normal,Bad,Good,Bad,Bad,Low,Useful,Not Train,No Certificate,Married,No,6,16,2016,No Seoul,1,12.0,0
Male,41,High School,1998,1,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,48.0,Yes,Month,Month,No,200.0,No,Bad,Normal,Good,Good,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Single,No,5,16,2016,No Seoul,0,224.0,4
Female,27,University,2015,2,Retail,Officer,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Month,No,170.0,No,Normal,Normal,Good,Good,Good,Normal,Normal,Normal,Normal,Low,Very Useless,Not Train,No Certificate,Single,No,8,7,2016,No Seoul,1,18.0,2
Female,56,High School,2011,4,Retail,Service,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,Yes,84.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Low,Very Useful,Did Train,No Certificate,Married,Yes,4,20,2016,No Seoul,0,62.0,10
Male,42,High School,2014,9,Building,Work,Day Worker,Private Company,Unlimited,Not Received,Irregular,Yes,50.0,Yes,Week,Day,No,200.0,No,Bad,Normal,Normal,Normal,Normal,Normal,Bad,Bad,Bad,Low,Useful,Did Train,No Certificate,Single,No,7,3,2016,No Seoul,0,22.0,1
Female,56,High School,2006,2,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,48.0,Yes,Month,Month,No,100.0,No,Good,Good,Good,Good,Good,Good,Good,Good,Good,Suit,Useful,Not Train,No Certificate,Married,No,8,8,2016,No Seoul,1,128.0,2
Male,41,College,1999,3,Retail,Officer,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Year,No,416.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useless,Not Train,No Certificate,Married,No,6,29,2016,No Seoul,0,211.0,2
Male,36,University,2007,10,Retail,Sale,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,55.0,No,Month,Month,Yes,310.0,Yes,Bad,Good,Bad,Bad,Bad,Bad,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Married,No,5,16,2016,Seoul,1,105.0,11
Male,46,High School,1994,6,Building,High Official,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Year,No,420.0,No,Good,Good,Good,Good,Good,Good,Good,Good,Good,Suit,Useful,Not Train,No Certificate,Married,No,8,2,2016,No Seoul,1,270.0,3
Female,40,High School,2006,9,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Year,No,170.0,No,Good,Good,Good,Good,Good,Good,Good,Good,Good,Suit,Useful,Not Train,No Certificate,Married,No,8,2,2016,No Seoul,1,121.0,2
Male,47,High School,2001,10,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,54.0,Yes,Month,Month,No,250.0,No,Normal,Good,Good,Good,Good,Good,Good,Good,Good,Suit,Useless,Not Train,No Certificate,Single,Yes,5,27,2016,No Seoul,1,178.0,2
Female,50,High School,2013,3,Retail,Work,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Month,No,150.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useless,Not Train,No Certificate,"Separation, Divorce, Died",No,6,30,2016,No Seoul,0,41.0,1
Male,25,University,2015,7,Retail,Sale,Temporary Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Time,No,80.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useless,Not Train,No Certificate,Single,No,6,30,2016,No Seoul,0,12.0,0
Female,53,High School,2005,7,Retail,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,Yes,150.0,Yes,Bad,Normal,Good,Normal,Normal,Normal,Normal,Normal,Bad,Suit,Very Useful,Not Train,No Certificate,Married,Yes,6,3,2016,Seoul,0,133.0,5
Male,48,High School,2012,11,Building,Work,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Day,Day,No,200.0,No,Bad,Normal,Normal,Bad,Bad,Normal,Bad,Bad,Bad,Low,Useless,Not Train,No Certificate,Married,No,7,26,2016,Seoul,0,45.0,1
Male,52,High School,2009,2,Building,Work,Temporary Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Month,No,280.0,No,Normal,Bad,Normal,Normal,Normal,Normal,Good,Normal,Bad,Suit,Very Useful,Not Train,No Certificate,Married,No,7,19,2016,Seoul,1,91.0,0
Female,35,University,2005,11,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,No,Month,Year,Yes,400.0,No,Good,Good,Good,Good,Good,Good,Good,Good,Good,Suit,Very Useful,Not Train,No Certificate,Single,No,7,9,2016,Seoul,1,130.0,4
Male,55,High School,2013,6,Building,Skill,Temporary Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Day,No,250.0,No,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Married,Yes,7,3,2016,No Seoul,1,38.0,0
Female,50,High School,2014,6,Retail,Sale,Temporary Worker,Private Company,Unlimited,Not Received,Regular,Yes,25.0,Yes,Month,Month,No,80.0,No,Good,Normal,Good,Normal,Normal,Normal,Good,Normal,Normal,Suit,Useful,Not Train,No Certificate,Married,Yes,11,7,2016,Seoul,1,30.0,0
Female,48,High School,2003,8,Retail,Sale,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,54.0,Yes,Month,Year,No,270.0,No,Good,Good,Good,Normal,Bad,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Married,No,5,23,2016,Seoul,0,156.0,6
Male,54,High School,2000,8,Building,Work,Day Worker,Private Company,Unlimited,Not Received,Irregular,Yes,28.0,Yes,Day,Day,No,200.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Bad,Bad,Suit,Very Useful,Not Train,No Certificate,Married,No,8,25,2016,Seoul,1,196.0,1
Female,54,High School,2011,12,Retail,Sale,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,48.0,Yes,Month,Month,No,150.0,No,Normal,Normal,Good,Good,Good,Good,Good,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,Yes,7,7,2016,Seoul,1,56.0,2
Male,39,College,2015,11,Building,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,190.0,No,Normal,Good,Good,Good,Good,Good,Good,Good,Good,Suit,Very Useful,Not Train,No Certificate,Married,No,8,17,2016,Seoul,1,10.0,4
Male,47,"Master, Doctor",2009,2,Building,Skill,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,No,Month,Year,No,380.0,No,Normal,Good,Good,Good,Good,Good,Good,Normal,Normal,Suit,Useful,Not Train,No Certificate,Married,No,6,24,2016,Seoul,1,90.0,2
Male,39,University,2006,1,Building,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,No,Month,Month,No,367.0,No,Bad,Normal,Good,Bad,Bad,Good,Good,Bad,Bad,Suit,Very Useful,Not Train,No Certificate,Single,No,5,1,2016,No Seoul,1,126.0,4
Male,48,Middle School,2012,3,Building,Work,Day Worker,Freelancer,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Day,Day,Unknown,90.0,No,Normal,Bad,Normal,Bad,Normal,Normal,Normal,Normal,Very Bad,Suit,Useless,Not Train,No Certificate,Married,No,10,6,2016,Seoul,0,56.0,0
Male,57,Under Elementary School,2006,4,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,Yes,24.0,Yes,Week,Day,No,180.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,Yes,5,6,2016,Seoul,1,123.0,1
Female,38,High School,2013,2,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,65.0,Yes,Month,Month,No,180.0,No,Bad,Very Bad,Bad,Bad,Very Bad,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,"Separation, Divorce, Died",No,8,17,2016,Seoul,0,43.0,1
Male,48,College,2014,3,Building,High Official,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,60.0,Yes,Month,Month,Yes,336.0,Yes,Normal,Normal,Good,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,Yes,6,15,2016,Seoul,0,28.0,4
Male,19,High School,2016,1,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,148.0,No,Normal,Normal,Good,Good,Good,Good,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,Yes,6,15,2016,Seoul,0,6.0,1
Male,60,High School,2015,6,Building,Work,Day Worker,Private Company,Limited,Received,Regular,Yes,48.0,Yes,Month,Day,No,180.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,Yes,9,18,2016,Seoul,0,16.0,1
Male,63,University,2010,3,Building,High Official,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,48.0,Yes,Month,Year,No,250.0,No,Bad,Normal,Normal,Bad,Normal,Bad,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Married,Yes,5,2,2016,Seoul,0,75.0,3
Male,59,High School,2016,1,Retail,Work,Regular Worker,Private Company,Limited,Received,Regular,Yes,40.0,Yes,Month,Month,No,126.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Low,Useful,Not Train,No Certificate,"Separation, Divorce, Died",No,6,27,2016,Seoul,0,6.0,2
